Baseline Fluorescence (mV),Baseline Fluorescence std (mV),Experiment_ID,Tube_Number
369.5,0.6454972243679028,Exp006G14,5.0
361.5833333333333,1.114924013354971,Exp006G14,6.0
355.75,1.1636866703140785,Exp006G14,7.0
362.0,0.9128709291752769,Exp006G14,8.0
363.4166666666667,0.4930066485916347,Exp006G15,1.0
348.5833333333333,0.4930066485916346,Exp006G15,2.0
348.25,0.4330127018922193,Exp006G15,3.0
346.9166666666667,0.6400954789890506,Exp006G15,4.0
345.3333333333333,0.4714045207910316,Exp006G15,5.0
347.25,0.4330127018922193,Exp006G15,6.0
350.9166666666667,0.6400954789890506,Exp006G15,7.0
346.3333333333333,0.6236095644623235,Exp006G15,8.0
816.0833333333334,1.6051133570215186,Exp0014F1,1.0
762.5833333333334,1.4976833963009524,Exp0014F1,2.0
669.8333333333334,2.6718699236468995,Exp0014F1,3.0
761.75,2.5860201081971503,Exp0014F1,4.0
777.0,2.449489742783178,Exp0014F1,5.0
706.5,2.217355782608345,Exp0014F1,6.0
796.1666666666666,2.443813049769197,Exp0014F1,7.0
824.6666666666666,1.8408935028645435,Exp0014F1,8.0
783.6666666666666,1.545603082582617,Exp0014F2,1.0
716.9166666666666,3.226410113767656,Exp0014F2,2.0
749.4166666666666,5.155229276073848,Exp0014F2,3.0
700.0,2.5495097567963922,Exp0014F2,4.0
721.25,2.1262251370288454,Exp0014F2,5.0
704.0833333333334,3.7295740001000413,Exp0014F2,6.0
794.8333333333334,1.9075871903765993,Exp0014F2,7.0
880.9166666666666,4.2711890095798335,Exp0014F2,8.0
648.1666666666666,1.818118685772619,Exp0014F3,1.0
803.5,1.0408329997330663,Exp0014F3,2.0
780.3333333333334,1.1055415967851332,Exp0014F3,3.0
772.0,0.816496580927726,Exp0014F3,4.0
765.9166666666666,1.6051133570215186,Exp0014F3,5.0
802.1666666666666,1.2801909579781012,Exp0014F3,6.0
809.5,1.118033988749895,Exp0014F3,7.0
606.3333333333334,0.4714045207910317,Exp0014F3,8.0
991.5833333333334,4.499228328897696,Exp0014F5,1.0
831.4166666666666,2.099933861392359,Exp0014F5,2.0
747.6666666666666,1.8856180831641267,Exp0014F5,3.0
774.5833333333334,1.6562172428626492,Exp0014F5,4.0
828.4166666666666,2.628635049264584,Exp0014F5,5.0
834.4166666666666,2.0999338613923584,Exp0014F5,6.0
901.0833333333334,2.32588095615881,Exp0014F5,7.0
1115.4166666666667,4.152475834433664,Exp0014F5,8.0
583.1666666666666,0.7993052538854533,Exp0014F7,1.0
904.25,32.46568701465184,Exp0014F7,2.0
550.3333333333334,1.5456030825826172,Exp0014F7,3.0
578.75,1.3616778865306827,Exp0014F7,4.0
571.0,1.1547005383792515,Exp0014F7,5.0
566.6666666666666,1.6499158227686108,Exp0014F7,6.0
1002.75,26.156978036462853,Exp0014F7,7.0
699.6666666666666,2.173067468400883,Exp0014F7,8.0
970.9166666666666,6.486631551806291,Exp0014F8,1.0
759.0,1.1547005383792515,Exp0014F8,2.0
865.3333333333334,26.923760675078228,Exp0014F8,3.0
735.9166666666666,1.8911342863183693,Exp0014F8,4.0
833.1666666666666,1.2801909579781012,Exp0014F8,5.0
1075.8333333333333,26.63904819787841,Exp0014F8,6.0
828.5,1.1902380714238083,Exp0014F8,7.0
1037.5,5.041494487418058,Exp0014F8,8.0
523.0,0.9128709291752769,Exp0014F9,1.0
769.9166666666666,2.1392496088322392,Exp0014F9,2.0
667.6666666666666,2.2484562605386733,Exp0014F9,3.0
723.0,3.559026084010437,Exp0014F9,4.0
700.3333333333334,1.5986105077709063,Exp0014F9,5.0
744.0833333333334,3.0675270532176606,Exp0014F9,6.0
771.3333333333334,1.4907119849998596,Exp0014F9,7.0
500.5,2.4664414311581235,Exp0014F9,8.0
713.3333333333334,13.84035966135113,Exp0014F10,1.0
740.0,4.527692569068709,Exp0014F10,2.0
549.9166666666666,5.007633062524539,Exp0014F10,3.0
656.6666666666666,2.6246692913372702,Exp0014F10,4.0
672.1666666666666,2.640496586292477,Exp0014F10,5.0
642.75,3.344772040064913,Exp0014F10,6.0
751.0,4.396968652757639,Exp0014F10,7.0
709.0833333333334,11.220950147925183,Exp0014F10,8.0
891.0833333333334,13.48739123115446,Exp0014F11,1.0
676.5833333333334,2.5317429218272185,Exp0014F11,2.0
615.0,1.0,Exp0014F11,3.0
676.3333333333334,1.4337208778404378,Exp0014F11,4.0
685.5833333333334,1.70579079087156,Exp0014F11,5.0
786.0,2.857738033247041,Exp0014F11,6.0
677.75,2.6496855159307744,Exp0014F11,7.0
940.1666666666666,9.361564446655747,Exp0014F11,8.0
686.3333333333334,15.579544994069057,Exp0014F12,1.0
635.9166666666666,3.147971127920684,Exp0014F12,2.0
962.0,30.083217912982647,Exp0014F12,3.0
672.3333333333334,3.3499585403736303,Exp0014F12,4.0
712.0,4.123105625617661,Exp0014F12,5.0
919.5833333333334,27.684105949483403,Exp0014F12,6.0
708.4166666666666,2.6601482832520613,Exp0014F12,7.0
658.5833333333334,14.511250424718364,Exp0014F12,8.0
830.6666666666666,1.9720265943665387,Exp0014F4,1.0
853.3333333333334,2.3921166824012206,Exp0014F4,2.0
693.5833333333334,7.642625348806667,Exp0014F4,3.0
731.0833333333334,3.0127045804208703,Exp0014F4,4.0
760.5,2.9011491975882016,Exp0014F4,5.0
784.8333333333334,6.998015591739005,Exp0014F4,6.0
830.1666666666666,3.0776975521032313,Exp0014F4,7.0
895.1666666666666,3.6930866343600566,Exp0014F4,8.0
722.1666666666666,2.6718699236468995,Exp0014F13,1.0
800.4166666666666,2.6912925436591904,Exp0014F13,2.0
664.5,7.675719293112969,Exp0014F13,3.0
638.8333333333334,2.3033791601808753,Exp0014F13,4.0
615.6666666666666,2.357022603955158,Exp0014F13,5.0
675.9166666666666,6.588605483880654,Exp0014F13,6.0
760.5833333333334,2.8999521068842196,Exp0014F13,7.0
772.5,3.0413812651491097,Exp0014F13,8.0
577.0,2.798809270624444,Exp0014F14,1.0
531.75,1.0103629710818451,Exp0014F14,2.0
514.8333333333334,1.674979270186815,Exp0014F14,3.0
569.5833333333334,2.3258809561588105,Exp0014F14,4.0
552.8333333333334,1.3437096247164249,Exp0014F14,5.0
570.0,1.6832508230603465,Exp0014F14,6.0
549.5833333333334,2.32588095615881,Exp0014F14,7.0
607.0,2.0816659994661326,Exp0014F14,8.0
1081.5,52.326698093165916,Exp0014F6,1.0
871.1666666666666,1.1426091000668408,Exp0014F6,2.0
812.0,1.6832508230603465,Exp0014F6,3.0
750.5833333333334,1.0374916331657276,Exp0014F6,4.0
658.1666666666666,2.4094720491334938,Exp0014F6,5.0
635.6666666666666,2.357022603955159,Exp0014F6,6.0
700.0,2.041241452319315,Exp0014F6,7.0
951.3333333333334,49.87707110709511,Exp0014F6,8.0
982.0,55.63122624330092,Exp0014F15,1.0
613.75,1.479019945774904,Exp0014F15,2.0
593.4166666666666,2.0190069065976193,Exp0014F15,3.0
545.25,1.963203164898291,Exp0014F15,4.0
614.5,2.254624876411447,Exp0014F15,5.0
659.75,3.6314597615834874,Exp0014F15,6.0
704.25,2.277608394786075,Exp0014F15,7.0
876.4166666666666,43.40402887085739,Exp0014F15,8.0
912.1666666666666,3.531603350069515,Exp0014F16,1.0
953.25,3.918439315169582,Exp0014F16,2.0
679.9166666666666,3.7295740001000413,Exp0014F16,3.0
760.5833333333334,3.402409277098934,Exp0014F16,4.0
754.8333333333334,3.2871804872193366,Exp0014F16,5.0
721.1666666666666,3.7379435820009674,Exp0014F16,6.0
783.6666666666666,3.6590830666833583,Exp0014F16,7.0
804.4166666666666,2.43099202430247,Exp0014F16,8.0
843.9166666666666,1.114924013354971,Exp0014F17,1.0
703.6666666666666,1.7480147469502525,Exp0014F17,2.0
721.3333333333334,1.8856180831641267,Exp0014F17,3.0
687.8333333333334,1.624465724134827,Exp0014F17,4.0
681.9166666666666,1.846543317180028,Exp0014F17,5.0
755.9166666666666,3.751851394830143,Exp0014F17,6.0
719.5,2.254624876411447,Exp0014F17,7.0
852.4166666666666,4.050891534245545,Exp0014F17,8.0
616.0,1.9148542155126762,Exp0014F18,1.0
666.5833333333334,1.0374916331657276,Exp0014F18,2.0
626.5833333333334,1.6051133570215184,Exp0014F18,3.0
617.6666666666666,1.3123346456686351,Exp0014F18,4.0
615.9166666666666,1.552328000849763,Exp0014F18,5.0
652.5,1.118033988749895,Exp0014F18,6.0
660.75,1.6393596310755,Exp0014F18,7.0
550.6666666666666,1.3743685418725535,Exp0014F18,8.0
754.5,0.6454972243679028,Exp0014F19,1.0
729.5,1.1902380714238083,Exp0014F19,2.0
671.8333333333334,3.8693955887479667,Exp0014F19,3.0
674.0833333333334,1.3202482931462383,Exp0014F19,4.0
686.8333333333334,1.404358295529393,Exp0014F19,5.0
742.1666666666666,4.159994658116229,Exp0014F19,6.0
642.1666666666666,2.1147629234082532,Exp0014F19,7.0
706.75,4.529992641642294,Exp0014F19,8.0
877.9166666666666,3.32812092461931,Exp0014F20,1.0
807.9166666666666,1.2555432644432802,Exp0014F20,2.0
716.75,0.82915619758885,Exp0014F20,3.0
780.8333333333334,1.0671873729054746,Exp0014F20,4.0
708.9166666666666,1.2555432644432802,Exp0014F20,5.0
809.0,1.224744871391589,Exp0014F20,6.0
717.0833333333334,1.4409680388158819,Exp0014F20,7.0
852.0,2.23606797749979,Exp0014F20,8.0
1029.75,49.254652910495,Exp0014F21,1.0
724.1666666666666,2.511086528886561,Exp0014F21,2.0
632.9166666666666,3.451046540141443,Exp0014F21,3.0
659.0833333333334,1.114924013354971,Exp0014F21,4.0
659.9166666666666,1.9346977943739831,Exp0014F21,5.0
700.1666666666666,2.074983266331455,Exp0014F21,6.0
751.75,3.2691742076555053,Exp0014F21,7.0
924.5833333333334,33.996221195238085,Exp0014F21,8.0
688.0,1.224744871391589,Exp0014F22,1.0
912.5833333333334,32.877191519687656,Exp0014F22,2.0
627.0,1.0,Exp0014F22,3.0
622.0833333333334,0.9537935951882996,Exp0014F22,4.0
649.25,1.0103629710818451,Exp0014F22,5.0
639.8333333333334,1.3437096247164249,Exp0014F22,6.0
938.5,31.308944408906537,Exp0014F22,7.0
663.8333333333334,0.8975274678557508,Exp0014F22,8.0
788.0,5.802298395176403,Exp0014F23,1.0
720.5833333333334,0.759202798262025,Exp0014F23,2.0
968.1666666666666,30.881044167723488,Exp0014F23,3.0
698.6666666666666,1.3743685418725535,Exp0014F23,4.0
733.3333333333334,1.1055415967851332,Exp0014F23,5.0
931.8333333333334,28.357342768476897,Exp0014F23,6.0
790.3333333333334,10.664062182030925,Exp0014F23,7.0
855.6666666666666,4.83620604284897,Exp0014F23,8.0
596.5,1.3844373104863459,Exp0014F24,1.0
747.6666666666666,2.4267032964268394,Exp0014F24,2.0
744.5833333333334,5.219488054929866,Exp0014F24,3.0
698.5833333333334,2.691292543659191,Exp0014F24,4.0
696.5,3.7969285832981723,Exp0014F24,5.0
767.5833333333334,3.25213605018131,Exp0014F24,6.0
764.25,4.418238713937187,Exp0014F24,7.0
554.25,5.11737237261468,Exp0014F24,8.0
740.6666666666666,7.993052538854533,Exp0014F26,1.0
758.25,2.203217344400381,Exp0014F26,2.0
598.9166666666666,3.522743564641375,Exp0014F26,3.0
706.0,1.632993161855452,Exp0014F26,4.0
723.6666666666666,2.838231060987734,Exp0014F26,5.0
582.6666666666666,2.3570226039551585,Exp0014F26,6.0
767.75,2.277608394786075,Exp0014F26,7.0
717.25,3.7444403231101617,Exp0014F26,8.0
710.0833333333334,11.62940478079405,Exp0014F27,1.0
717.5,2.9011491975882016,Exp0014F27,2.0
760.6666666666666,2.778888666755511,Exp0014F27,3.0
690.5833333333334,1.6562172428626492,Exp0014F27,4.0
667.0833333333334,1.9346977943739831,Exp0014F27,5.0
799.5833333333334,3.3029868637677353,Exp0014F27,6.0
726.0833333333334,2.5967394084804805,Exp0014F27,7.0
792.1666666666666,9.940098367498964,Exp0014F27,8.0
673.4166666666666,14.682519841256436,Exp0014F28,1.0
602.5,1.3228756555322954,Exp0014F28,2.0
845.75,23.9134724928578,Exp0014F28,3.0
604.0833333333334,0.9537935951882996,Exp0014F28,4.0
616.0,1.224744871391589,Exp0014F28,5.0
880.1666666666666,22.512342293851958,Exp0014F28,6.0
640.9166666666666,1.4409680388158816,Exp0014F28,7.0
588.75,9.566652148653327,Exp0014F28,8.0
1773.3333333333333,1.699673171197595,EXP006T5,1.0
1809.5833333333333,1.8465433171800283,EXP006T5,2.0
1797.3333333333333,2.054804667656325,EXP006T5,3.0
1748.0833333333333,1.3202482931462385,EXP006T5,4.0
1755.75,1.963203164898291,EXP006T5,5.0
1803.9166666666667,4.536120466752276,EXP006T5,6.0
1791.25,4.745612008301283,EXP006T5,7.0
1817.3333333333333,5.296749527356901,EXP006T5,8.0
1798.6666666666667,2.8382310609877335,EXP006T6,1.0
1802.1666666666667,3.41158158174312,EXP006T6,2.0
1846.9166666666667,5.05731044023292,EXP006T6,3.0
1918.0833333333333,4.310033513661917,EXP006T6,4.0
1881.0,1.9148542155126762,EXP006T6,5.0
1810.75,2.6180463454008347,EXP006T6,6.0
1777.4166666666667,13.16218278081396,EXP006T6,7.0
1774.25,4.185789451624786,EXP006T6,8.0
1780.4166666666667,2.0999338613923584,EXP006T7,1.0
1780.8333333333333,2.576604138956718,EXP006T7,2.0
1809.9166666666667,3.8396686778360904,EXP006T7,3.0
1829.9166666666667,2.6601482832520613,EXP006T7,4.0
1871.8333333333333,1.9075871903765995,EXP006T7,5.0
1822.8333333333333,3.826080094416332,EXP006T7,6.0
1832.25,1.689427911059441,EXP006T7,7.0
1777.75,9.925766133318543,EXP006T7,8.0
414.4166666666667,0.4930066485916346,EXP006T8,1.0
388.5,0.9574271077563381,EXP006T8,2.0
401.3333333333333,0.9428090415820634,EXP006T8,3.0
414.5833333333333,1.8911342863183696,EXP006T8,4.0
402.5,0.5,EXP006T8,5.0
390.6666666666667,1.0274023338281626,EXP006T8,6.0
394.0833333333333,0.6400954789890506,EXP006T8,7.0
389.75,1.0103629710818451,EXP006T8,8.0
416.5,0.5,EXP006T9,1.0
392.8333333333333,0.5527707983925666,EXP006T9,2.0
401.4166666666667,0.6400954789890506,EXP006T9,3.0
428.4166666666667,0.4930066485916346,EXP006T9,4.0
419.5,0.7637626158259734,EXP006T9,5.0
397.0833333333333,0.7592027982620249,EXP006T9,6.0
395.8333333333333,1.6244657241348275,EXP006T9,7.0
400.8333333333333,0.372677996249965,EXP006T9,8.0
422.0,0.816496580927726,EXP006T10,1.0
426.9166666666667,22.856284086049993,EXP006T10,2.0
434.0833333333333,0.8620067027323833,EXP006T10,3.0
433.9166666666667,0.4930066485916346,EXP006T10,4.0
429.4166666666667,0.8620067027323832,EXP006T10,5.0
416.5,0.7637626158259734,EXP006T10,6.0
429.5833333333333,0.4930066485916346,EXP006T10,7.0
425.5,0.9574271077563381,EXP006T10,8.0
318.4166666666667,0.4930066485916346,EXP006T11,1.0
299.75,0.5951190357119042,EXP006T11,2.0
308.1666666666667,0.37267799624996495,EXP006T11,3.0
301.1666666666667,0.5527707983925666,EXP006T11,4.0
297.1666666666667,1.1426091000668406,EXP006T11,5.0
302.6666666666667,0.7453559924999298,EXP006T11,6.0
300.0833333333333,0.4930066485916347,EXP006T11,7.0
302.9166666666667,0.4930066485916346,EXP006T11,8.0
320.75,1.5877132402714709,EXP006T14,1.0
302.1666666666667,1.6244657241348275,EXP006T14,2.0
315.75,1.6393596310755,EXP006T14,3.0
318.5833333333333,1.6051133570215186,EXP006T14,4.0
307.0,1.2909944487358056,EXP006T14,5.0
308.9166666666667,1.8911342863183696,EXP006T14,6.0
318.0833333333333,2.1778557242286634,EXP006T14,7.0
334.0833333333333,2.1392496088322397,EXP006T14,8.0
311.25,0.4330127018922193,EXP006T15,1.0
298.3333333333333,0.4714045207910316,EXP006T15,2.0
307.0,0.408248290463863,EXP006T15,3.0
304.3333333333333,0.6236095644623235,EXP006T15,4.0
303.0,2.0816659994661326,EXP006T15,5.0
295.5833333333333,0.7592027982620247,EXP006T15,6.0
304.1666666666667,0.7993052538854531,EXP006T15,7.0
311.75,1.3616778865306827,EXP006T15,8.0
317.0833333333333,0.6400954789890506,EXP006T16,1.0
302.0,0.0,EXP006T16,2.0
314.4166666666667,0.9537935951882996,EXP006T16,3.0
304.5833333333333,0.8620067027323832,EXP006T16,4.0
310.9166666666667,0.6400954789890506,EXP006T16,5.0
301.9166666666667,0.27638539919628335,EXP006T16,6.0
300.3333333333333,0.4714045207910316,EXP006T16,7.0
304.0,0.408248290463863,EXP006T16,8.0
699.0,2.8284271247461903,Exp0014D1,1.0
685.5,2.140872096444188,Exp0014D1,2.0
661.0833333333334,3.147971127920684,Exp0014D1,3.0
666.1666666666666,3.131382371342656,Exp0014D1,4.0
663.0833333333334,3.3530665897884515,Exp0014D1,5.0
661.75,2.680951323690902,Exp0014D1,6.0
658.3333333333334,6.032320356951286,Exp0014D1,7.0
630.6666666666666,1.7950549357115013,Exp0014D1,8.0
683.75,2.165063509461097,Exp0014D3,1.0
678.0,1.7795130420052185,Exp0014D3,2.0
645.25,2.6180463454008347,Exp0014D3,3.0
640.9166666666666,2.215789300051388,Exp0014D3,4.0
641.75,2.1262251370288454,Exp0014D3,5.0
630.0833333333334,1.6562172428626492,Exp0014D3,6.0
593.5833333333334,0.9537935951882996,Exp0014D3,7.0
601.0,0.816496580927726,Exp0014D3,8.0
689.8333333333334,3.1841621957571338,Exp0014D4,1.0
675.0,2.1213203435596424,Exp0014D4,2.0
660.3333333333334,2.0138409955990952,Exp0014D4,3.0
652.25,1.8314384146529925,Exp0014D4,4.0
658.25,2.0052015692526606,Exp0014D4,5.0
646.25,1.963203164898291,Exp0014D4,6.0
637.5833333333334,2.0190069065976193,Exp0014D4,7.0
596.25,1.7380544678845176,Exp0014D4,8.0
437.25,1.299038105676658,Exp0014D9,1.0
449.0833333333333,1.1873172373979173,Exp0014D9,2.0
422.5,1.6583123951777,Exp0014D9,3.0
429.5833333333333,1.6562172428626494,Exp0014D9,4.0
425.1666666666667,2.3746344747958346,Exp0014D9,5.0
474.3333333333333,1.8408935028645437,Exp0014D9,6.0
553.4166666666666,2.4986107250941583,Exp0014D9,7.0
569.3333333333334,1.5456030825826172,Exp0014D9,8.0
423.1666666666667,2.3033791601808757,Exp0014D11,1.0
428.8333333333333,0.9860132971832694,Exp0014D11,2.0
410.5833333333333,1.4976833963009524,Exp0014D11,3.0
395.5833333333333,1.1873172373979173,Exp0014D11,4.0
426.6666666666667,1.247219128924647,Exp0014D11,5.0
426.25,1.0897247358851685,Exp0014D11,6.0
478.6666666666667,1.4337208778404378,Exp0014D11,7.0
544.3333333333334,2.321398046197353,Exp0014D11,8.0
454.25,0.5951190357119042,Exp0014D12,1.0
469.25,0.82915619758885,Exp0014D12,2.0
465.9166666666667,1.0374916331657276,Exp0014D12,3.0
394.75,0.4330127018922193,Exp0014D12,4.0
421.8333333333333,0.6871842709362768,Exp0014D12,5.0
489.9166666666667,1.3202482931462385,Exp0014D12,6.0
601.3333333333334,1.3743685418725535,Exp0014D12,7.0
622.3333333333334,2.527625148017184,Exp0014D12,8.0
449.6666666666667,1.9293061504650377,Exp0014D13,1.0
441.5833333333333,0.9537935951882998,Exp0014D13,2.0
429.9166666666667,1.440968038815882,Exp0014D13,3.0
416.8333333333333,1.1426091000668406,Exp0014D13,4.0
438.8333333333333,1.2801909579781015,Exp0014D13,5.0
480.4166666666667,1.5523280008497633,Exp0014D13,6.0
554.9166666666666,1.2555432644432802,Exp0014D13,7.0
553.3333333333334,3.4721111093332766,Exp0014D13,8.0
478.5,1.7559422921421233,Exp0014D14,1.0
462.3333333333333,2.1343747458109497,Exp0014D14,2.0
468.5,2.3979157616563596,Exp0014D14,3.0
436.0833333333333,2.5644470922381863,Exp0014D14,4.0
478.8333333333333,2.4776781245530843,Exp0014D14,5.0
473.4166666666667,2.3258809561588105,Exp0014D14,6.0
578.5833333333334,2.9849157814287195,Exp0014D14,7.0
638.1666666666666,3.670452590924207,Exp0014D14,8.0
310.25,0.4330127018922193,EXP006T12,1.0
296.5,0.5,EXP006T12,2.0
322.0833333333333,1.4976833963009524,EXP006T12,3.0
293.75,0.4330127018922193,EXP006T12,4.0
296.0,1.7320508075688772,EXP006T12,5.0
303.0833333333333,0.27638539919628335,EXP006T12,6.0
303.0,0.0,EXP006T12,7.0
302.75,0.5951190357119042,EXP006T12,8.0
318.75,0.4330127018922193,EXP006T13,1.0
298.8333333333333,0.5527707983925666,EXP006T13,2.0
310.6666666666667,6.459274125025367,EXP006T13,3.0
306.3333333333333,0.6236095644623235,EXP006T13,4.0
302.8333333333333,0.372677996249965,EXP006T13,5.0
306.25,0.4330127018922193,EXP006T13,6.0
308.6666666666667,0.4714045207910316,EXP006T13,7.0
304.25,0.5951190357119042,EXP006T13,8.0
700.9166666666666,2.0999338613923584,Exp0014D2,1.0
692.0833333333334,1.4409680388158819,Exp0014D2,2.0
652.4166666666666,5.0076330625245395,Exp0014D2,3.0
670.9166666666666,2.531742921827219,Exp0014D2,4.0
668.0,1.1547005383792515,Exp0014D2,5.0
660.8333333333334,2.544056253745625,Exp0014D2,6.0
647.5,2.565800719723442,Exp0014D2,7.0
623.0833333333334,2.43099202430247,Exp0014D2,8.0
678.1666666666666,2.1147629234082532,Exp0014D5,1.0
689.9166666666666,1.8008485654145256,Exp0014D5,2.0
649.5833333333334,3.5463204718255357,Exp0014D5,3.0
645.0,2.3741027013091993,Exp0014D5,4.0
656.9166666666666,1.6051133570215186,Exp0014D5,5.0
643.8333333333334,1.9930434571835662,Exp0014D5,6.0
630.9166666666666,1.9773017529507786,Exp0014D5,7.0
585.5,1.6583123951777,Exp0014D5,8.0
724.75,2.890357532670771,Exp0014D6,1.0
704.4166666666666,2.059867849051379,Exp0014D6,2.0
682.1666666666666,2.1147629234082532,Exp0014D6,3.0
676.3333333333334,4.0483192671637065,Exp0014D6,4.0
674.4166666666666,0.8620067027323834,Exp0014D6,5.0
669.6666666666666,2.592724864350674,Exp0014D6,6.0
671.5,1.6072751268321592,Exp0014D6,7.0
631.25,1.3616778865306827,Exp0014D6,8.0
724.75,2.890357532670771,Exp0014D7,1.0
704.4166666666666,2.059867849051379,Exp0014D7,2.0
682.1666666666666,2.1147629234082532,Exp0014D7,3.0
676.3333333333334,4.0483192671637065,Exp0014D7,4.0
674.4166666666666,0.8620067027323834,Exp0014D7,5.0
669.6666666666666,2.592724864350674,Exp0014D7,6.0
671.5,1.6072751268321592,Exp0014D7,7.0
631.25,1.3616778865306827,Exp0014D7,8.0
434.3333333333333,1.247219128924647,Exp0014D10,1.0
432.75,1.1636866703140785,Exp0014D10,2.0
440.9166666666667,1.440968038815882,Exp0014D10,3.0
416.9166666666667,1.7057907908715602,Exp0014D10,4.0
459.0833333333333,1.4976833963009524,Exp0014D10,5.0
504.5833333333333,1.6051133570215186,Exp0014D10,6.0
594.75,2.384848003542364,Exp0014D10,7.0
590.5833333333334,2.628635049264584,Exp0014D10,8.0
514.875,0.7806247497997998,EXP003D1,1.0
493.0,0.5,EXP003D1,2.0
499.5,0.7071067811865476,EXP003D1,3.0
506.0,0.5,EXP003D1,4.0
520.5,0.7071067811865476,EXP003D1,5.0
531.125,0.33071891388307384,EXP003D1,6.0
500.5,0.7071067811865476,EXP003D1,7.0
524.25,0.6614378277661477,EXP003D1,8.0
490.5,0.5,EXP003E1,1.0
488.25,0.4330127018922193,EXP003E1,2.0
485.375,0.4841229182759271,EXP003E1,3.0
498.375,0.4841229182759271,EXP003E1,4.0
505.625,0.4841229182759271,EXP003E1,5.0
517.25,0.6614378277661477,EXP003E1,6.0
491.75,0.4330127018922193,EXP003E1,7.0
493.875,0.5994789404140899,EXP003E1,8.0
780.375,2.595067436503337,EXP004D1,1.0
679.0,2.449489742783178,EXP004D1,2.0
685.875,1.2686114456365274,EXP004D1,3.0
697.75,0.6614378277661477,EXP004D1,4.0
691.125,3.75624480032918,EXP004D1,5.0
684.0,1.8027756377319946,EXP004D1,6.0
684.5,1.5811388300841898,EXP004D1,7.0
770.875,30.888660945401956,EXP004D1,8.0
751.75,1.479019945774904,EXP004D13,1.0
678.25,1.6393596310755,EXP004D13,2.0
674.75,0.9682458365518543,EXP004D13,3.0
675.375,1.4947825928876748,EXP004D13,4.0
667.0,2.1213203435596424,EXP004D13,5.0
683.375,1.7275343701356567,EXP004D13,6.0
671.0,1.0,EXP004D13,7.0
715.75,1.1989578808281798,EXP004D13,8.0
521.375,0.4841229182759271,EXP003D2,1.0
506.125,0.33071891388307384,EXP003D2,2.0
508.25,0.4330127018922193,EXP003D2,3.0
505.25,0.4330127018922193,EXP003D2,4.0
519.375,0.4841229182759271,EXP003D2,5.0
519.375,0.4841229182759271,EXP003D2,6.0
526.125,0.5994789404140899,EXP003D2,7.0
515.25,0.4330127018922193,EXP003D2,8.0
501.25,0.4330127018922193,EXP003E2,1.0
509.75,0.4330127018922193,EXP003E2,2.0
509.875,0.33071891388307384,EXP003E2,3.0
512.375,0.4841229182759271,EXP003E2,4.0
520.25,0.4330127018922193,EXP003E2,5.0
521.75,0.6614378277661477,EXP003E2,6.0
526.625,0.6959705453537527,EXP003E2,7.0
513.375,0.4841229182759271,EXP003E2,8.0
627.75,0.9682458365518543,EXP004D2,1.0
626.375,0.8569568250501305,EXP004D2,2.0
619.0,0.5,EXP004D2,3.0
659.125,0.7806247497997998,EXP004D2,4.0
665.375,1.1110243021644486,EXP004D2,5.0
648.25,0.9682458365518543,EXP004D2,6.0
637.75,1.1989578808281798,EXP004D2,7.0
636.375,1.1110243021644486,EXP004D2,8.0
602.375,0.6959705453537527,EXP004D14,1.0
591.25,0.6614378277661477,EXP004D14,2.0
600.875,2.315032397181517,EXP004D14,3.0
605.125,0.5994789404140899,EXP004D14,4.0
606.0,1.3228756555322954,EXP004D14,5.0
635.75,1.299038105676658,EXP004D14,6.0
612.5,1.118033988749895,EXP004D14,7.0
616.375,1.4947825928876748,EXP004D14,8.0
497.625,0.4841229182759271,EXP003D3,1.0
501.5,1.0,EXP003D3,2.0
490.875,0.5994789404140899,EXP003D3,3.0
495.125,0.5994789404140899,EXP003D3,4.0
510.125,0.33071891388307384,EXP003D3,5.0
520.125,0.33071891388307384,EXP003D3,6.0
508.75,0.4330127018922193,EXP003D3,7.0
506.25,0.4330127018922193,EXP003D3,8.0
488.375,0.4841229182759271,EXP003E3,1.0
509.0,0.0,EXP003E3,2.0
504.375,0.4841229182759271,EXP003E3,3.0
505.0,0.0,EXP003E3,4.0
512.125,0.33071891388307384,EXP003E3,5.0
520.625,0.4841229182759271,EXP003E3,6.0
516.0,0.0,EXP003E3,7.0
497.875,1.7633419974582356,EXP003E3,8.0
567.125,2.1469455046647083,EXP004D3,1.0
570.125,4.2555111326373005,EXP004D3,2.0
570.625,0.6959705453537527,EXP004D3,3.0
605.25,0.82915619758885,EXP004D3,4.0
589.625,0.4841229182759271,EXP004D3,5.0
571.75,1.1989578808281798,EXP004D3,6.0
569.375,0.9921567416492215,EXP004D3,7.0
574.25,1.5612494995995996,EXP004D3,8.0
546.25,0.6614378277661477,EXP004D15,1.0
561.5,1.4142135623730951,EXP004D15,2.0
557.125,0.9270248108869579,EXP004D15,3.0
550.625,0.4841229182759271,EXP004D15,4.0
547.0,0.7071067811865476,EXP004D15,5.0
558.375,0.8569568250501305,EXP004D15,6.0
550.5,2.29128784747792,EXP004D15,7.0
578.5,32.802438933713454,EXP004D15,8.0
702.625,1.4947825928876748,EXP004D4,1.0
704.375,1.653594569415369,EXP004D4,2.0
708.625,0.8569568250501305,EXP004D4,3.0
692.625,1.2183492931011204,EXP004D4,4.0
716.625,1.9324531042175384,EXP004D4,5.0
718.375,0.6959705453537527,EXP004D4,6.0
